SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:MUSEUM,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:OFFICE,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:PARKING,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RESTAURANT,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:RETAIL,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SCHOOL,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SERVERROOM,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Sunday_1,Probability of maximum occupancy per hour on Sunday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Sunday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Sunday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Weekday_1,Probability of maximum occupancy per hour in a weekday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Weekday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,Weekday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,density,m2 per person,[m2/p],{0.0...n},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SINGLE_RES,month,Probability of use for the month,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SWIMMING,Saturday_1,Probability of maximum occupancy per hour on Saturday,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SWIMMING,Saturday_2,Probability of use of lighting and applicances (daily) for each hour,[p/p],{0.0...1},float,black
-,get_archetypes_schedules,databases/ch/archetypes/occupancy_schedules.xlsx:SWIMMING,Saturday_3,Probability of domestic hot water consumption (daily) for each hour,[p/p],{0.0...1},float,black
