FILE,FIELD,RMSE,ERROR,
heating\outputs\data\optimization\slave\gen_2\ind_1_district_scale_heating_capacity.csv,Capacity_SeasonalStorage_WS_heat_district_scale_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_district_scale_heating_capacity.csv,Capacity_SeasonalStorage_WS_heat_district_scale_m3,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_CHP_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_CHP_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Furnace_dry_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Furnace_dry_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Furnace_wet_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Furnace_wet_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_GRID_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_PVT_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_PVT_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_PV_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_PV_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Trigen_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Activation_Pattern.csv,E_Trigen_gen_export_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_BackupBoiler_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_BackupVCC_AS_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_BaseBoiler_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_BaseVCC_AS_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_BaseVCC_WS_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_DCN_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_DHN_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_GHP_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_Lake_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_PVT_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_SC_ET_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_SC_FP_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_Server_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_HP_Sew_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_PeakBoiler_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_PeakVCC_AS_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_PeakVCC_WS_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_Storage_charging_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_Storage_discharging_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_cs_cre_cdata_req_building_scale_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_cs_cre_cdata_req_district_scale_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_electricalnetwork_sys_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_hs_ww_req_building_scale_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,E_hs_ww_req_district_scale_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,Eal_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,Eaux_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,Edata_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Electricity_Requirements_Pattern.csv,Epro_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,E_CHP_gen_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,E_Furnace_dry_gen_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,E_Furnace_wet_gen_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,E_PVT_gen_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_BackupBoiler_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_BaseBoiler_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_CHP_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_Furnace_dry_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_Furnace_wet_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_GHP_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_HP_Lake_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_HP_Server_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_HP_Server_storage_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_HP_Sew_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_PVT_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_PVT_gen_storage_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_PeakBoiler_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_SC_ET_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_SC_ET_gen_storage_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_SC_FP_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_SC_FP_gen_storage_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_Storage_gen_directload_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_Heating_Activation_Pattern.csv,Q_districtheating_sys_req_W,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_a_sys_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_a_sys_building_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_a_sys_district_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_total_sys_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_total_sys_building_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Capex_total_sys_district_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,GHG_sys_building_scale_tonCO2,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,GHG_sys_district_scale_tonCO2,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,GHG_sys_tonCO2,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Opex_a_sys_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Opex_a_sys_building_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,Opex_a_sys_district_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,TAC_sys_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,TAC_sys_building_scale_USD,nan,left only,
heating\outputs\data\optimization\slave\gen_2\ind_1_total_performance.csv,TAC_sys_district_scale_USD,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1001_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1003_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1004_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x17DH_B1005_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1001_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1002_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1004_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x1bDH_B1005_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,Q_dhw_W,0.0148401826,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,Q_heating_W,4.0001141553,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,T_return_DH_result_K,0.0000901184,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,T_supply_DH_result_K,0.0000143858,ok,
heating\outputs\data\optimization\substations\0x37DH_B1000_result.csv,mdot_DH_result_kgpers,0.0000000349,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,Q_dhw_W,0.0062785388,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,Q_heating_W,1.5208904110,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,T_return_DH_result_K,0.0000414099,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,T_supply_DH_result_K,0.0000143858,ok,
heating\outputs\data\optimization\substations\0x37DH_B1001_result.csv,mdot_DH_result_kgpers,0.0000000137,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,Q_dhw_W,0.0053652968,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,Q_heating_W,2.5493150685,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,T_return_DH_result_K,0.0000292387,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,T_supply_DH_result_K,0.0000143858,ok,
heating\outputs\data\optimization\substations\0x37DH_B1003_result.csv,mdot_DH_result_kgpers,0.0000000158,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,Q_dhw_W,0.0042237443,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,Q_heating_W,1.7279680365,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,T_return_DH_result_K,0.0000210162,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,T_supply_DH_result_K,0.0000143858,ok,
heating\outputs\data\optimization\substations\0x37DH_B1004_result.csv,mdot_DH_result_kgpers,0.0000000123,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,Q_dhw_W,0.0029680365,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,Q_heating_W,0.2799086758,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,T_return_DH_result_K,0.0000073957,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,T_supply_DH_result_K,0.0000143858,ok,
heating\outputs\data\optimization\substations\0x37DH_B1005_result.csv,mdot_DH_result_kgpers,0.0000000104,ok,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1000_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1001_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1002_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1003_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,A_hex_dhw_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,A_hex_heating_design_m2,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,Q_dhw_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,Q_heating_W,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,T_return_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,T_supply_DH_result_K,nan,left only,
heating\outputs\data\optimization\substations\0x3eDH_B1004_result.csv,mdot_DH_result_kgpers,nan,left only,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,Q_dhw_W,0.0148401826,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,Q_heating_W,4.0001141553,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,T_return_DH_result_K,0.0000899002,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1000_result.csv,mdot_DH_result_kgpers,0.0000000344,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,Q_dhw_W,0.0062785388,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,Q_heating_W,1.5208904110,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,T_return_DH_result_K,0.0000411217,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1001_result.csv,mdot_DH_result_kgpers,0.0000000136,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,Q_dhw_W,0.0019406393,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,Q_heating_W,0.6264840183,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,T_return_DH_result_K,0.0000096864,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1002_result.csv,mdot_DH_result_kgpers,0.0000000089,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,Q_dhw_W,0.0053652968,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,Q_heating_W,2.5493150685,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,T_return_DH_result_K,0.0000290658,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1003_result.csv,mdot_DH_result_kgpers,0.0000000155,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,Q_dhw_W,0.0042237443,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,Q_heating_W,1.7279680365,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,T_return_DH_result_K,0.0000206290,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1004_result.csv,mdot_DH_result_kgpers,0.0000000124,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,A_hex_dhw_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,A_hex_heating_design_m2,0.0000000000,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,Q_dhw_W,0.0029680365,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,Q_heating_W,0.2799086758,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,T_return_DH_result_K,0.0000071742,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,T_supply_DH_result_K,0.0000135784,ok,
heating\outputs\data\optimization\substations\0x3fDH_B1005_result.csv,mdot_DH_result_kgpers,0.0000000103,ok,
heating\outputs\data\optimization\substations\0xfDH_B1002_result.csv,A_hex_dhw_design_m2,nan,left only,
