,a,b,d
6523,22.0,0,19
6524,22.0,0,20
6525,22.0,0,21
6526,22.0,0,22
6527,22.0,0,23
6528,22.0,0,0
6529,22.0,0,1
6530,22.0,0,2
6531,22.0,0,3
6532,22.0,0,4
6533,22.0,0,5
6534,22.0,0,6
6535,22.0,0,7
6536,22.0,0,8
6537,22.0,0,9
6538,22.0,0,10
6539,22.0,0,11
6540,22.0,0,12
6541,22.0,0,13
6542,22.0,0,14
6543,22.0,0,15
6544,22.0,0,16
6545,22.0,0,17
6546,22.0,0,18
6547,22.0,0,19
6548,22.0,0,20
6549,22.0,0,21
6550,22.0,0,22
6551,22.0,0,23
6552,22.0,0,0
6553,22.0,0,1
6554,22.0,0,2
6555,22.0,0,3
6556,22.0,0,4
6557,22.0,0,5
6558,22.0,0,6
6559,22.0,0,7
6560,22.0,0,8
6561,22.0,0,9
6562,22.0,0,10
6563,22.0,0,11
6564,22.0,0,12
6565,22.0,0,13
6566,22.0,0,14
6567,22.0,0,15
6568,22.0,0,16
6569,22.0,0,17
6570,22.0,0,18
6571,22.0,0,19
6572,22.0,0,20
6573,22.0,0,21
6574,22.0,0,22
6575,22.0,0,23
6576,22.0,0,0
6577,22.0,0,1
6578,22.0,0,2
6579,22.0,0,3
6580,22.0,0,4
6581,22.0,0,5
6582,22.0,0,6
6583,22.0,0,7
6584,22.0,0,8
6585,22.0,0,9
6586,22.0,0,10
6587,22.0,0,11
6588,22.0,0,12
6589,22.0,0,13
6590,22.0,0,14
6591,22.0,0,15
6592,22.0,0,16
6593,22.0,0,17
6594,22.0,0,18
6595,22.0,0,19
6596,22.0,0,20
6597,22.0,0,21
6598,22.0,0,22
6599,22.0,0,23
6600,22.0,0,0
6601,22.0,0,1
6602,22.0,0,2
6603,22.0,0,3
6604,22.0,0,4
6605,22.0,0,5
6606,22.0,0,6
6607,22.0,0,7
6608,22.0,0,8
6609,22.0,0,9
6610,22.0,0,10
6611,22.0,0,11
6612,22.0,0,12
6613,22.0,0,13
6614,22.0,0,14
6615,22.0,0,15
6616,22.0,0,16
6617,22.0,0,17
6618,22.0,0,18
6619,22.0,0,19
6620,22.0,0,20
6621,22.0,0,21
6622,22.0,0,22
6623,22.0,0,23
6624,22.0,0,0
6625,22.0,0,1
6626,22.0,0,2
6627,22.0,0,3
6628,22.0,0,4
6629,22.0,0,5
6630,22.0,0,6
6631,22.0,0,7
6632,22.0,0,8
6633,22.0,0,9
6634,22.0,0,10
6635,22.0,0,11
6636,22.0,0,12
6637,22.0,0,13
6638,22.0,0,14
6639,22.0,0,15
6640,22.0,0,16
6641,22.0,0,17
6642,22.0,0,18
6643,22.0,0,19
6644,22.0,0,20
6645,22.0,0,21
6646,22.0,0,22
6647,22.0,0,23
6648,22.0,0,0
6649,22.0,0,1
6650,22.0,0,2
6651,22.0,0,3
6652,22.0,0,4
6653,22.0,0,5
6654,22.0,0,6
6655,22.0,0,7
6656,22.0,0,8
6657,22.0,0,9
6658,22.0,0,10
6659,22.0,0,11
6660,22.0,0,12
6661,22.0,0,13
6662,22.0,0,14
6663,22.0,0,15
6664,22.0,0,16
6665,22.0,0,17
6666,22.0,0,18
6667,22.0,0,19
6668,22.0,0,20
6669,22.0,0,21
6670,22.0,0,22
6671,22.0,0,23
6672,22.0,0,0
6673,22.0,0,1
6674,22.0,0,2
6675,22.0,0,3
6676,22.0,0,4
6677,22.0,0,5
6678,22.0,0,6
6679,22.0,0,7
6680,22.0,0,8
6681,22.0,0,9
6682,22.0,0,10
6683,22.0,0,11
6684,22.0,0,12
6685,22.0,0,13
6686,22.0,0,14
6687,22.0,0,15
6688,22.0,0,16
6689,22.0,0,17
6690,22.0,0,18
6691,22.0,0,19
6692,22.0,0,20
6693,22.0,0,21
6694,22.0,0,22
6695,22.0,0,23
6696,22.0,0,0
6697,22.0,0,1
6698,22.0,0,2
6699,22.0,0,3
6700,22.0,0,4
6701,22.0,0,5
6702,22.0,0,6
6703,22.0,0,7
6704,22.0,0,8
6705,22.0,0,9
6706,22.0,0,10
6707,22.0,0,11
6708,22.0,0,12
6709,22.0,0,13
6710,22.0,0,14
6711,22.0,0,15
6712,22.0,0,16
6713,22.0,0,17
6714,22.0,0,18
6715,22.0,0,19
6716,22.0,0,20
6717,22.0,0,21
6718,22.0,0,22
6719,22.0,0,23
6720,22.0,0,0
6721,22.0,0,1
6722,22.0,0,2
6723,22.0,0,3
6724,22.0,0,4
6725,22.0,0,5
6726,22.0,0,6
6727,22.0,0,7
6728,22.0,0,8
6729,22.0,0,9
6730,22.0,0,10
6731,22.0,0,11
6732,22.0,0,12
6733,22.0,0,13
6734,22.0,0,14
6735,22.0,0,15
6736,22.0,0,16
6737,22.0,0,17
6738,22.0,0,18
6739,22.0,0,19
6740,22.0,0,20
6741,22.0,0,21
6742,22.0,0,22
6743,22.0,0,23
6744,22.0,0,0
6745,22.0,0,1
6746,22.0,0,2
6747,22.0,0,3
6748,22.0,0,4
6749,22.0,0,5
6750,22.0,0,6
6751,22.0,0,7
6752,22.0,0,8
6753,22.0,0,9
6754,22.0,0,10
6755,22.0,0,11
6756,22.0,0,12
6757,22.0,0,13
6758,22.0,0,14
6759,22.0,0,15
6760,22.0,0,16
6761,22.0,0,17
6762,22.0,0,18
6763,22.0,0,19
6764,22.0,0,20
6765,22.0,0,21
6766,22.0,0,22
6767,22.0,0,23
6768,22.0,0,0
6769,22.0,0,1
6770,22.0,0,2
6771,22.0,0,3
6772,22.0,0,4
6773,22.0,0,5
6774,22.0,0,6
6775,22.0,0,7
6776,22.0,0,8
6777,22.0,0,9
6778,22.0,0,10
6779,22.0,0,11
6780,22.0,0,12
6781,22.0,0,13
6782,22.0,0,14
6783,22.0,0,15
6784,22.0,0,16
6785,22.0,0,17
6786,22.0,0,18
6787,22.0,0,19
6788,22.0,0,20
6789,22.0,0,21
6790,22.0,0,22
6791,22.0,0,23
6792,22.0,0,0
6793,22.0,0,1
6794,22.0,0,2
6795,22.0,0,3
6796,22.0,0,4
6797,22.0,0,5
6798,22.0,0,6
6799,22.0,0,7
6800,22.0,0,8
6801,22.0,0,9
6802,22.0,0,10
6803,22.0,0,11
6804,22.0,0,12
6805,22.0,0,13
6806,22.0,0,14
6807,22.0,0,15
6808,22.0,0,16
6809,22.0,0,17
6810,22.0,0,18
6811,22.0,0,19
6812,22.0,0,20
6813,22.0,0,21
6814,22.0,0,22
6815,22.0,0,23
6816,22.0,0,0
6817,22.0,0,1
6818,22.0,0,2
6819,22.0,0,3
6820,22.0,0,4
6821,22.0,0,5
6822,22.0,0,6
6823,22.0,0,7
6824,22.0,0,8
6825,22.0,0,9
6826,22.0,0,10
6827,22.0,0,11
6828,22.0,0,12
6829,22.0,0,13
6830,22.0,0,14
6831,22.0,0,15
6832,22.0,0,16
6833,22.0,0,17
6834,22.0,0,18
6835,22.0,0,19
6836,22.0,0,20
6837,22.0,0,21
6838,22.0,0,22
6839,22.0,0,23
6840,22.0,0,0
6841,22.0,0,1
6842,22.0,0,2
6843,22.0,0,3
6844,22.0,0,4
6845,22.0,0,5
6846,22.0,0,6
6847,22.0,0,7
6848,22.0,0,8
6849,22.0,0,9
6850,22.0,0,10
6851,22.0,0,11
6852,22.0,0,12
6853,22.0,0,13
6854,22.0,0,14
6855,22.0,0,15
6856,22.0,0,16
6857,22.0,0,17
6858,22.0,0,18
6859,22.0,0,19
6860,22.0,0,20
6861,22.0,0,21
6862,22.0,0,22
6863,22.0,0,23
6864,22.0,0,0
6865,22.0,0,1
6866,22.0,0,2
6867,22.0,0,3
6868,22.0,0,4
6869,22.0,0,5
6870,22.0,0,6
6871,22.0,0,7
6872,22.0,0,8
6873,22.0,0,9
6874,22.0,0,10
6875,22.0,0,11
6876,22.0,0,12
6877,22.0,0,13
6878,22.0,0,14
6879,22.0,0,15
6880,22.0,0,16
6881,22.0,0,17
6882,22.0,0,18
6883,22.0,0,19
6884,22.0,0,20
6885,22.0,0,21
6886,22.0,0,22
6887,22.0,0,23
6888,22.0,0,0
6889,22.0,0,1
6890,22.0,0,2
6891,22.0,0,3
6892,22.0,0,4
6893,22.0,0,5
6894,22.0,0,6
6895,22.0,0,7
6896,22.0,0,8
6897,22.0,0,9
6898,22.0,0,10
6899,22.0,0,11
6900,22.0,0,12
6901,22.0,0,13
6902,22.0,0,14
6903,22.0,0,15
6904,22.0,0,16
6905,22.0,0,17
6906,22.0,0,18
6907,22.0,0,19
6908,22.0,0,20
6909,22.0,0,21
6910,22.0,0,22
6911,22.0,0,23
6912,22.0,0,0
6913,22.0,0,1
6914,22.0,0,2
6915,22.0,0,3
6916,22.0,0,4
6917,22.0,0,5
6918,22.0,0,6
6919,22.0,0,7
6920,22.0,0,8
6921,22.0,0,9
6922,22.0,0,10
6923,22.0,0,11
6924,22.0,0,12
6925,22.0,0,13
6926,22.0,0,14
6927,22.0,0,15
6928,22.0,0,16
6929,22.0,0,17
6930,22.0,0,18
6931,22.0,0,19
6932,22.0,0,20
6933,22.0,0,21
6934,22.0,0,22
6935,22.0,0,23
6936,22.0,0,0
6937,22.0,0,1
6938,22.0,0,2
6939,22.0,0,3
6940,22.0,0,4
6941,22.0,0,5
6942,22.0,0,6
6943,22.0,0,7
6944,22.0,0,8
6945,22.0,0,9
6946,22.0,0,10
6947,22.0,0,11
6948,22.0,0,12
6949,22.0,0,13
6950,22.0,0,14
6951,22.0,0,15
6952,22.0,0,16
6953,22.0,0,17
6954,22.0,0,18
6955,22.0,0,19
6956,22.0,0,20
6957,22.0,0,21
6958,22.0,0,22
6959,22.0,0,23
6960,22.0,0,0
6961,22.0,0,1
6962,22.0,0,2
6963,22.0,0,3
6964,22.0,0,4
6965,22.0,0,5
6966,22.0,0,6
6967,22.0,0,7
6968,22.0,0,8
6969,22.0,0,9
6970,22.0,0,10
6971,22.0,0,11
6972,22.0,0,12
6973,22.0,0,13
6974,22.0,0,14
6975,22.0,0,15
6976,22.0,0,16
6977,22.0,0,17
6978,22.0,0,18
6979,22.0,0,19
6980,22.0,0,20
6981,22.0,0,21
6982,22.0,0,22
6983,22.0,0,23
6984,22.0,0,0
6985,22.0,0,1
6986,22.0,0,2
6987,22.0,0,3
6988,22.0,0,4
6989,22.0,0,5
6990,22.0,0,6
6991,22.0,0,7
6992,22.0,0,8
6993,22.0,0,9
6994,22.0,0,10
6995,22.0,0,11
6996,22.0,0,12
6997,22.0,0,13
6998,22.0,0,14
6999,22.0,0,15
7000,22.0,0,16
7001,22.0,0,17
7002,22.0,0,18
7003,22.0,0,19
7004,22.0,0,20
7005,22.0,0,21
7006,22.0,0,22
7007,22.0,0,23
7008,22.0,0,0
7009,22.0,0,1
7010,22.0,0,2
7011,22.0,0,3
7012,22.0,0,4
7013,22.0,0,5
7014,22.0,0,6
7015,22.0,0,7
7016,22.0,0,8
7017,22.0,0,9
7018,22.0,0,10
7019,22.0,0,11
7020,22.0,0,12
7021,22.0,0,13
7022,22.0,0,14
7023,22.0,0,15
7024,22.0,0,16
7025,22.0,0,17
7026,22.0,0,18
7027,22.0,0,19
7028,22.0,0,20
7029,22.0,0,21
7030,22.0,0,22
7031,22.0,0,23
7032,22.0,0,0
7033,22.0,0,1
7034,22.0,0,2
7035,22.0,0,3
7036,22.0,0,4
7037,22.0,0,5
7038,22.0,0,6
7039,22.0,0,7
7040,22.0,0,8
7041,22.0,0,9
7042,22.0,0,10
7043,22.0,0,11
7044,22.0,0,12
7045,22.0,0,13
7046,22.0,0,14
7047,22.0,0,15
7048,22.0,0,16
7049,22.0,0,17
7050,22.0,0,18
7051,22.0,0,19
7052,22.0,0,20
7053,22.0,0,21
7054,22.0,0,22
7055,22.0,0,23
7056,22.0,0,0
7057,22.0,0,1
7058,22.0,0,2
7059,22.0,0,3
7060,22.0,0,4
7061,22.0,0,5
7062,22.0,0,6
7063,22.0,0,7
7064,22.0,0,8
7065,22.0,0,9
7066,22.0,0,10
7067,22.0,0,11
7068,22.0,0,12
7069,22.0,0,13
7070,22.0,0,14
7071,22.0,0,15
7072,22.0,0,16
7073,22.0,0,17
7074,22.0,0,18
7075,22.0,0,19
7076,22.0,0,20
7077,22.0,0,21
7078,22.0,0,22
7079,22.0,0,23
7080,22.0,0,0
7081,22.0,0,1
7082,22.0,0,2
7083,22.0,0,3
7084,22.0,0,4
7085,22.0,0,5
7086,22.0,0,6
7087,22.0,0,7
7088,22.0,0,8
7089,22.0,0,9
7090,22.0,0,10
7091,22.0,0,11
7092,22.0,0,12
7093,22.0,0,13
7094,22.0,0,14
7095,22.0,0,15
7096,22.0,0,16
7097,22.0,0,17
7098,22.0,0,18
7099,22.0,0,19
7100,22.0,0,20
7101,22.0,0,21
7102,22.0,0,22
7103,22.0,0,23
7104,22.0,0,0
7105,22.0,0,1
7106,22.0,0,2
7107,22.0,0,3
7108,22.0,0,4
7109,22.0,0,5
7110,22.0,0,6
7111,22.0,0,7
7112,22.0,0,8
7113,22.0,0,9
7114,22.0,0,10
7115,22.0,0,11
7116,22.0,0,12
7117,22.0,0,13
7118,22.0,0,14
7119,22.0,0,15
7120,22.0,0,16
7121,22.0,0,17
7122,22.0,0,18
7123,22.0,0,19
7124,22.0,0,20
7125,22.0,0,21
7126,22.0,0,22
7127,22.0,0,23
7128,22.0,0,0
7129,22.0,0,1
7130,22.0,0,2
7131,22.0,0,3
7132,22.0,0,4
7133,22.0,0,5
7134,22.0,0,6
7135,22.0,0,7
7136,22.0,0,8
7137,22.0,0,9
7138,22.0,0,10
7139,22.0,0,11
7140,22.0,0,12
7141,22.0,0,13
7142,22.0,0,14
7143,22.0,0,15
7144,22.0,0,16
7145,22.0,0,17
7146,22.0,0,18
7147,22.0,0,19
7148,22.0,0,20
7149,22.0,0,21
7150,22.0,0,22
7151,22.0,0,23
7152,22.0,0,0
7153,22.0,0,1
7154,22.0,0,2
7155,22.0,0,3
7156,22.0,0,4
7157,22.0,0,5
7158,22.0,0,6
7159,22.0,0,7
7160,22.0,0,8
7161,22.0,0,9
7162,22.0,0,10
7163,22.0,0,11
7164,22.0,0,12
7165,22.0,0,13
7166,22.0,0,14
7167,22.0,0,15
7168,22.0,0,16
7169,22.0,0,17
7170,22.0,0,18
7171,22.0,0,19
7172,22.0,0,20
7173,22.0,0,21
7174,22.0,0,22
7175,22.0,0,23
7176,22.0,0,0
7177,22.0,0,1
7178,22.0,0,2
7179,22.0,0,3
7180,22.0,0,4
7181,22.0,0,5
7182,22.0,0,6
7183,22.0,0,7
7184,22.0,0,8
7185,22.0,0,9
7186,22.0,0,10
7187,22.0,0,11
7188,22.0,0,12
7189,22.0,0,13
7190,22.0,0,14
7191,22.0,0,15
7192,22.0,0,16
7193,22.0,0,17
7194,22.0,0,18
7195,22.0,0,19
7196,22.0,0,20
7197,22.0,0,21
7198,22.0,0,22
7199,22.0,0,23
7200,22.0,0,0
7201,22.0,0,1
7202,22.0,0,2
7203,22.0,0,3
7204,22.0,0,4
7205,22.0,0,5
7206,22.0,0,6
7207,22.0,0,7
7208,22.0,0,8
7209,22.0,0,9
7210,22.0,0,10
7211,22.0,0,11
7212,22.0,0,12
7213,22.0,0,13
7214,22.0,0,14
7215,22.0,0,15
7216,22.0,0,16
7217,22.0,0,17
7218,22.0,0,18
7219,22.0,0,19
7220,22.0,0,20
7221,22.0,0,21
7222,22.0,0,22
7223,22.0,0,23
7224,22.0,0,0
7225,22.0,0,1
7226,22.0,0,2
7227,22.0,0,3
7228,22.0,0,4
7229,22.0,0,5
7230,22.0,0,6
7231,22.0,0,7
7232,22.0,0,8
7233,22.0,0,9
7234,22.0,0,10
7235,22.0,0,11
7236,22.0,0,12
7237,22.0,0,13
7238,22.0,0,14
7239,22.0,0,15
7240,22.0,0,16
7241,22.0,0,17
7242,22.0,0,18
7243,22.0,0,19
7244,22.0,0,20
7245,22.0,0,21
7246,22.0,0,22
7247,22.0,0,23
7248,22.0,0,0
7249,22.0,0,1
7250,22.0,0,2
7251,22.0,0,3
7252,22.0,0,4
7253,22.0,0,5
7254,22.0,0,6
7255,22.0,0,7
7256,22.0,0,8
7257,22.0,0,9
7258,22.0,0,10
7259,22.0,0,11
7260,22.0,0,12
7261,22.0,0,13
7262,22.0,0,14
7263,22.0,0,15
7264,22.0,0,16
7265,22.0,0,17
7266,22.0,0,18
7267,22.0,0,19
7268,22.0,0,20
7269,22.0,0,21
7270,22.0,0,22
7271,22.0,0,23
7272,22.0,0,0
7273,22.0,0,1
7274,22.0,0,2
7275,22.0,0,3
7276,22.0,0,4
7277,22.0,0,5
7278,22.0,0,6
7279,22.0,0,7
7280,22.0,0,8
7281,22.0,0,9
7282,22.0,0,10
7283,22.0,0,11
7284,22.0,0,12
7285,22.0,0,13
7286,22.0,0,14
7287,22.0,0,15
7288,22.0,0,16
7289,22.0,0,17
7290,22.0,0,18
7291,22.0,0,19
7292,22.0,0,20
7293,22.0,0,21
7294,22.0,0,22
7295,22.0,0,23
7296,22.0,0,0
7297,22.0,0,1
7298,22.0,0,2
7299,22.0,0,3
7300,22.0,0,4
7301,22.0,0,5
7302,22.0,0,6
7303,22.0,0,7
7304,22.0,0,8
7305,22.0,0,9
7306,22.0,0,10
7307,22.0,0,11
7308,22.0,0,12
7309,22.0,0,13
7310,22.0,0,14
7311,22.0,0,15
7312,22.0,0,16
7313,22.0,0,17
7314,22.0,0,18
7315,22.0,0,19
7316,22.0,0,20
7317,22.0,0,21
7318,22.0,0,22
7319,22.0,0,23
7320,22.0,0,0
7321,22.0,0,1
7322,22.0,0,2
7323,22.0,0,3
7324,22.0,0,4
7325,22.0,0,5
7326,22.0,0,6
7327,22.0,0,7
7328,22.0,0,8
7329,22.0,0,9
7330,22.0,0,10
7331,22.0,0,11
7332,22.0,0,12
7333,22.0,0,13
7334,22.0,0,14
7335,22.0,0,15
7336,22.0,0,16
7337,22.0,0,17
7338,22.0,0,18
7339,22.0,0,19
7340,22.0,0,20
7341,22.0,0,21
7342,22.0,0,22
7343,22.0,0,23
7344,22.0,0,0
7345,22.0,0,1
7346,22.0,0,2
7347,22.0,0,3
7348,22.0,0,4
7349,22.0,0,5
7350,22.0,0,6
7351,22.0,0,7
7352,22.0,0,8
7353,22.0,0,9
7354,22.0,0,10
7355,22.0,0,11
7356,22.0,0,12
7357,22.0,0,13
7358,22.0,0,14
7359,22.0,0,15
7360,22.0,0,16
7361,22.0,0,17
7362,22.0,0,18
7363,22.0,0,19
7364,22.0,0,20
7365,22.0,0,21
7366,22.0,0,22
7367,22.0,0,23
7368,22.0,0,0
7369,22.0,0,1
7370,22.0,0,2
7371,22.0,0,3
7372,22.0,0,4
7373,22.0,0,5
7374,22.0,0,6
7375,22.0,0,7
7376,22.0,0,8
7377,22.0,0,9
7378,22.0,0,10
7379,22.0,0,11
7380,22.0,0,12
7381,22.0,0,13
7382,22.0,0,14
7383,22.0,0,15
7384,22.0,0,16
7385,22.0,0,17
7386,22.0,0,18
7387,22.0,0,19
7388,22.0,0,20
7389,22.0,0,21
7390,22.0,0,22
7391,22.0,0,23
7392,22.0,0,0
7393,22.0,0,1
7394,22.0,0,2
7395,22.0,0,3
7396,22.0,0,4
7397,22.0,0,5
7398,22.0,0,6
7399,22.0,0,7
7400,22.0,0,8
7401,22.0,0,9
7402,22.0,0,10
7403,22.0,0,11
7404,22.0,0,12
7405,22.0,0,13
7406,22.0,0,14
7407,22.0,0,15
7408,22.0,0,16
7409,22.0,0,17
7410,22.0,0,18
7411,22.0,0,19
7412,22.0,0,20
7413,22.0,0,21
7414,22.0,0,22
7415,22.0,0,23
7416,22.0,0,0
7417,22.0,0,1
7418,22.0,0,2
7419,22.0,0,3
7420,22.0,0,4
7421,22.0,0,5
7422,22.0,0,6
7423,22.0,0,7
7424,22.0,0,8
7425,22.0,0,9
7426,22.0,0,10
7427,22.0,0,11
7428,22.0,0,12
7429,22.0,0,13
7430,22.0,0,14
7431,22.0,0,15
7432,22.0,0,16
7433,22.0,0,17
7434,22.0,0,18
7435,22.0,0,19
7436,22.0,0,20
7437,22.0,0,21
7438,22.0,0,22
7439,22.0,0,23
7440,22.0,0,0
7441,22.0,0,1
7442,22.0,0,2
7443,22.0,0,3
7444,22.0,0,4
7445,22.0,0,5
7446,22.0,0,6
7447,22.0,0,7
7448,22.0,0,8
7449,22.0,0,9
7450,22.0,0,10
7451,22.0,0,11
7452,22.0,0,12
7453,22.0,0,13
7454,22.0,0,14
7455,22.0,0,15
7456,22.0,0,16
7457,22.0,0,17
7458,22.0,0,18
7459,22.0,0,19
7460,22.0,0,20
7461,22.0,0,21
7462,22.0,0,22
7463,22.0,0,23
7464,22.0,0,0
7465,22.0,0,1
7466,22.0,0,2
7467,22.0,0,3
7468,22.0,0,4
7469,22.0,0,5
7470,22.0,0,6
7471,22.0,0,7
7472,22.0,0,8
7473,22.0,0,9
7474,22.0,0,10
7475,22.0,0,11
7476,22.0,0,12
7477,22.0,0,13
7478,22.0,0,14
7479,22.0,0,15
7480,22.0,0,16
7481,22.0,0,17
7482,22.0,0,18
7483,22.0,0,19
7484,22.0,0,20
7485,22.0,0,21
7486,22.0,0,22
7487,22.0,0,23
7488,22.0,0,0
7489,22.0,0,1
7490,22.0,0,2
7491,22.0,0,3
7492,22.0,0,4
7493,22.0,0,5
7494,22.0,0,6
7495,22.0,0,7
7496,22.0,0,8
7497,22.0,0,9
7498,22.0,0,10
7499,22.0,0,11
7500,22.0,0,12
7501,22.0,0,13
7502,22.0,0,14
7503,22.0,0,15
7504,22.0,0,16
7505,22.0,0,17
7506,22.0,0,18
7507,22.0,0,19
7508,22.0,0,20
7509,22.0,0,21
7510,22.0,0,22
7511,22.0,0,23
7512,22.0,0,0
7513,22.0,0,1
7514,22.0,0,2
7515,22.0,0,3
7516,22.0,0,4
7517,22.0,0,5
7518,22.0,0,6
7519,22.0,0,7
7520,22.0,0,8
7521,22.0,0,9
7522,22.0,0,10
7523,22.0,0,11
7524,22.0,0,12
7525,22.0,0,13
7526,22.0,0,14
7527,22.0,0,15
7528,22.0,0,16
7529,22.0,0,17
7530,22.0,0,18
7531,22.0,0,19
7532,22.0,0,20
7533,22.0,0,21
7534,22.0,0,22
7535,22.0,0,23
7536,22.0,0,0
7537,22.0,0,1
7538,22.0,0,2
7539,22.0,0,3
7540,22.0,0,4
7541,22.0,0,5
7542,22.0,0,6
7543,22.0,0,7
7544,22.0,0,8
7545,22.0,0,9
7546,22.0,0,10
7547,22.0,0,11
7548,22.0,0,12
7549,22.0,0,13
7550,22.0,0,14
7551,22.0,0,15
7552,22.0,0,16
7553,22.0,0,17
7554,22.0,0,18
7555,22.0,0,19
7556,22.0,0,20
7557,22.0,0,21
7558,22.0,0,22
7559,22.0,0,23
7560,22.0,0,0
7561,22.0,0,1
7562,22.0,0,2
7563,22.0,0,3
7564,22.0,0,4
7565,22.0,0,5
7566,22.0,0,6
7567,22.0,0,7
7568,22.0,0,8
7569,22.0,0,9
7570,22.0,0,10
7571,22.0,0,11
7572,22.0,0,12
7573,22.0,0,13
7574,22.0,0,14
7575,22.0,0,15
7576,22.0,0,16
7577,22.0,0,17
7578,22.0,0,18
7579,22.0,0,19
7580,22.0,0,20
7581,22.0,0,21
7582,22.0,0,22
7583,22.0,0,23
7584,22.0,0,0
7585,22.0,0,1
7586,22.0,0,2
7587,22.0,0,3
7588,22.0,0,4
7589,22.0,0,5
7590,22.0,0,6
7591,22.0,0,7
7592,22.0,0,8
7593,22.0,0,9
7594,22.0,0,10
7595,22.0,0,11
7596,22.0,0,12
7597,22.0,0,13
7598,22.0,0,14
7599,22.0,0,15
7600,22.0,0,16
7601,22.0,0,17
7602,22.0,0,18
7603,22.0,0,19
7604,22.0,0,20
7605,22.0,0,21
7606,22.0,0,22
7607,22.0,0,23
7608,22.0,0,0
7609,22.0,0,1
7610,22.0,0,2
7611,22.0,0,3
7612,22.0,0,4
7613,22.0,0,5
7614,22.0,0,6
7615,22.0,0,7
7616,22.0,0,8
7617,22.0,0,9
7618,22.0,0,10
7619,22.0,0,11
7620,22.0,0,12
7621,22.0,0,13
7622,22.0,0,14
7623,22.0,0,15
7624,22.0,0,16
7625,22.0,0,17
7626,22.0,0,18
7627,22.0,0,19
7628,22.0,0,20
7629,22.0,0,21
7630,22.0,0,22
7631,22.0,0,23
7632,22.0,0,0
7633,22.0,0,1
7634,22.0,0,2
7635,22.0,0,3
7636,22.0,0,4
7637,22.0,0,5
7638,22.0,0,6
7639,22.0,0,7
7640,22.0,0,8
7641,22.0,0,9
7642,22.0,0,10
7643,22.0,0,11
7644,22.0,0,12
7645,22.0,0,13
7646,22.0,0,14
7647,22.0,0,15
7648,22.0,0,16
7649,22.0,0,17
7650,22.0,0,18
7651,22.0,0,19
7652,22.0,0,20
7653,22.0,0,21
7654,22.0,0,22
7655,22.0,0,23
7656,22.0,0,0
7657,22.0,0,1
7658,22.0,0,2
7659,22.0,0,3
7660,22.0,0,4
7661,22.0,0,5
7662,22.0,0,6
7663,22.0,0,7
7664,22.0,0,8
7665,22.0,0,9
7666,22.0,0,10
7667,22.0,0,11
7668,22.0,0,12
7669,22.0,0,13
7670,22.0,0,14
7671,22.0,0,15
7672,22.0,0,16
7673,22.0,0,17
7674,22.0,0,18
7675,22.0,0,19
7676,22.0,0,20
7677,22.0,0,21
7678,22.0,0,22
7679,22.0,0,23
7680,22.0,0,0
7681,22.0,0,1
7682,22.0,0,2
7683,22.0,0,3
7684,22.0,0,4
7685,22.0,0,5
7686,22.0,0,6
7687,22.0,0,7
7688,22.0,0,8
7689,22.0,0,9
7690,22.0,0,10
7691,22.0,0,11
7692,22.0,0,12
7693,22.0,0,13
7694,22.0,0,14
7695,22.0,0,15
7696,22.0,0,16
7697,22.0,0,17
7698,22.0,0,18
7699,22.0,0,19
7700,22.0,0,20
7701,22.0,0,21
7702,22.0,0,22
7703,22.0,0,23
7704,22.0,0,0
7705,22.0,0,1
7706,22.0,0,2
7707,22.0,0,3
7708,22.0,0,4
7709,22.0,0,5
7710,22.0,0,6
7711,22.0,0,7
7712,22.0,0,8
7713,22.0,0,9
7714,22.0,0,10
7715,22.0,0,11
7716,22.0,0,12
7717,22.0,0,13
7718,22.0,0,14
7719,22.0,0,15
7720,22.0,0,16
7721,22.0,0,17
7722,22.0,0,18
7723,22.0,0,19
7724,22.0,0,20
7725,22.0,0,21
7726,22.0,0,22
7727,22.0,0,23
7728,22.0,0,0
7729,22.0,0,1
7730,22.0,0,2
7731,22.0,0,3
7732,22.0,0,4
7733,22.0,0,5
7734,22.0,0,6
7735,22.0,0,7
7736,22.0,0,8
7737,22.0,0,9
7738,22.0,0,10
7739,22.0,0,11
7740,22.0,0,12
7741,22.0,0,13
7742,22.0,0,14
7743,22.0,0,15
7744,22.0,0,16
7745,22.0,0,17
7746,22.0,0,18
7747,22.0,0,19
7748,22.0,0,20
7749,22.0,0,21
7750,22.0,0,22
7751,22.0,0,23
7752,22.0,0,0
7753,22.0,0,1
7754,22.0,0,2
7755,22.0,0,3
7756,22.0,0,4
7757,22.0,0,5
7758,22.0,0,6
7759,22.0,0,7
7760,22.0,0,8
7761,22.0,0,9
7762,22.0,0,10
7763,22.0,0,11
7764,22.0,0,12
7765,22.0,0,13
7766,22.0,0,14
7767,22.0,0,15
7768,22.0,0,16
7769,22.0,0,17
7770,22.0,0,18
7771,22.0,0,19
7772,22.0,0,20
7773,22.0,0,21
7774,22.0,0,22
7775,22.0,0,23
7776,22.0,0,0
7777,22.0,0,1
7778,22.0,0,2
7779,22.0,0,3
7780,22.0,0,4
7781,22.0,0,5
7782,22.0,0,6
7783,22.0,0,7
7784,22.0,0,8
7785,22.0,0,9
7786,22.0,0,10
7787,22.0,0,11
7788,22.0,0,12
7789,22.0,0,13
7790,22.0,0,14
7791,22.0,0,15
7792,22.0,0,16
7793,22.0,0,17
7794,22.0,0,18
