,a,b,d
1363,22.0,0,19
1364,22.0,0,20
1365,22.0,0,21
1366,22.0,0,22
1367,22.0,0,23
1368,22.0,0,0
1369,22.0,0,1
1370,22.0,0,2
1371,22.0,0,3
1372,22.0,0,4
1373,22.0,0,5
1374,22.0,0,6
1375,22.0,0,7
1376,22.0,0,8
1377,22.0,0,9
1378,22.0,0,10
1379,22.0,0,11
1380,22.0,0,12
1381,22.0,0,13
1382,22.0,0,14
1383,22.0,0,15
1384,22.0,0,16
1385,22.0,0,17
1386,22.0,0,18
1387,22.0,0,19
1388,22.0,0,20
1389,22.0,0,21
1390,22.0,0,22
1391,22.0,0,23
1392,22.0,0,0
1393,22.0,0,1
1394,22.0,0,2
1395,22.0,0,3
1396,22.0,0,4
1397,22.0,0,5
1398,22.0,0,6
1399,22.0,0,7
1400,22.0,0,8
1401,22.0,0,9
1402,22.0,0,10
1403,22.0,0,11
1404,22.0,0,12
1405,22.0,0,13
1406,22.0,0,14
1407,22.0,0,15
1408,22.0,0,16
1409,22.0,0,17
1410,22.0,0,18
1411,22.0,0,19
1412,22.0,0,20
1413,22.0,0,21
1414,22.0,0,22
1415,22.0,0,23
1416,22.0,0,0
1417,22.0,0,1
1418,22.0,0,2
1419,22.0,0,3
1420,22.0,0,4
1421,22.0,0,5
1422,22.0,0,6
1423,22.0,0,7
1424,22.0,0,8
1425,22.0,0,9
1426,22.0,0,10
1427,22.0,0,11
1428,22.0,0,12
1429,22.0,0,13
1430,22.0,0,14
1431,22.0,0,15
1432,22.0,0,16
1433,22.0,0,17
1434,22.0,0,18
1435,22.0,0,19
1436,22.0,0,20
1437,22.0,0,21
1438,22.0,0,22
1439,22.0,0,23
1440,22.0,0,0
1441,22.0,0,1
1442,22.0,0,2
1443,22.0,0,3
1444,22.0,0,4
1445,22.0,0,5
1446,22.0,0,6
1447,22.0,0,7
1448,22.0,0,8
1449,22.0,0,9
1450,22.0,0,10
1451,22.0,0,11
1452,22.0,0,12
1453,22.0,0,13
1454,22.0,0,14
1455,22.0,0,15
1456,22.0,0,16
1457,22.0,0,17
1458,22.0,0,18
1459,22.0,0,19
1460,22.0,0,20
1461,22.0,0,21
1462,22.0,0,22
1463,22.0,0,23
1464,22.0,0,0
1465,22.0,0,1
1466,22.0,0,2
1467,22.0,0,3
1468,22.0,0,4
1469,22.0,0,5
1470,22.0,0,6
1471,22.0,0,7
1472,22.0,0,8
1473,22.0,0,9
1474,22.0,0,10
1475,22.0,0,11
1476,22.0,0,12
1477,22.0,0,13
1478,22.0,0,14
1479,22.0,0,15
1480,22.0,0,16
1481,22.0,0,17
1482,22.0,0,18
1483,22.0,0,19
1484,22.0,0,20
1485,22.0,0,21
1486,22.0,0,22
1487,22.0,0,23
1488,22.0,0,0
1489,22.0,0,1
1490,22.0,0,2
1491,22.0,0,3
1492,22.0,0,4
1493,22.0,0,5
1494,22.0,0,6
1495,22.0,0,7
1496,22.0,0,8
1497,22.0,0,9
1498,22.0,0,10
1499,22.0,0,11
1500,22.0,0,12
1501,22.0,0,13
1502,22.0,0,14
1503,22.0,0,15
1504,22.0,0,16
1505,22.0,0,17
1506,22.0,0,18
1507,22.0,0,19
1508,22.0,0,20
1509,22.0,0,21
1510,22.0,0,22
1511,22.0,0,23
1512,22.0,0,0
1513,22.0,0,1
1514,22.0,0,2
1515,22.0,0,3
1516,22.0,0,4
1517,22.0,0,5
1518,22.0,0,6
1519,22.0,0,7
1520,22.0,0,8
1521,22.0,0,9
1522,22.0,0,10
1523,22.0,0,11
1524,22.0,0,12
1525,22.0,0,13
1526,22.0,0,14
1527,22.0,0,15
1528,22.0,0,16
1529,22.0,0,17
1530,22.0,0,18
1531,22.0,0,19
1532,22.0,0,20
1533,22.0,0,21
1534,22.0,0,22
1535,22.0,0,23
1536,22.0,0,0
1537,22.0,0,1
1538,22.0,0,2
1539,22.0,0,3
1540,22.0,0,4
1541,22.0,0,5
1542,22.0,0,6
1543,22.0,0,7
1544,22.0,0,8
1545,22.0,0,9
1546,22.0,0,10
1547,22.0,0,11
1548,22.0,0,12
1549,22.0,0,13
1550,22.0,0,14
1551,22.0,0,15
1552,22.0,0,16
1553,22.0,0,17
1554,22.0,0,18
1555,22.0,0,19
1556,22.0,0,20
1557,22.0,0,21
1558,22.0,0,22
1559,22.0,0,23
1560,22.0,0,0
1561,22.0,0,1
1562,22.0,0,2
1563,22.0,0,3
1564,22.0,0,4
1565,22.0,0,5
1566,22.0,0,6
1567,22.0,0,7
1568,22.0,0,8
1569,22.0,0,9
1570,22.0,0,10
1571,22.0,0,11
1572,22.0,0,12
1573,22.0,0,13
1574,22.0,0,14
1575,22.0,0,15
1576,22.0,0,16
1577,22.0,0,17
1578,22.0,0,18
1579,22.0,0,19
1580,22.0,0,20
1581,22.0,0,21
1582,22.0,0,22
1583,22.0,0,23
1584,22.0,0,0
1585,22.0,0,1
1586,22.0,0,2
1587,22.0,0,3
1588,22.0,0,4
1589,22.0,0,5
1590,22.0,0,6
1591,22.0,0,7
1592,22.0,0,8
1593,22.0,0,9
1594,22.0,0,10
1595,22.0,0,11
1596,22.0,0,12
1597,22.0,0,13
1598,22.0,0,14
1599,22.0,0,15
1600,22.0,0,16
1601,22.0,0,17
1602,22.0,0,18
1603,22.0,0,19
1604,22.0,0,20
1605,22.0,0,21
1606,22.0,0,22
1607,22.0,0,23
1608,22.0,0,0
1609,22.0,0,1
1610,22.0,0,2
1611,22.0,0,3
1612,22.0,0,4
1613,22.0,0,5
1614,22.0,0,6
1615,22.0,0,7
1616,22.0,0,8
1617,22.0,0,9
1618,22.0,0,10
1619,22.0,0,11
1620,22.0,0,12
1621,22.0,0,13
1622,22.0,0,14
1623,22.0,0,15
1624,22.0,0,16
1625,22.0,0,17
1626,22.0,0,18
1627,22.0,0,19
1628,22.0,0,20
1629,22.0,0,21
1630,22.0,0,22
1631,22.0,0,23
1632,22.0,0,0
1633,22.0,0,1
1634,22.0,0,2
1635,22.0,0,3
1636,22.0,0,4
1637,22.0,0,5
1638,22.0,0,6
1639,22.0,0,7
1640,22.0,0,8
1641,22.0,0,9
1642,22.0,0,10
1643,22.0,0,11
1644,22.0,0,12
1645,22.0,0,13
1646,22.0,0,14
1647,22.0,0,15
1648,22.0,0,16
1649,22.0,0,17
1650,22.0,0,18
1651,22.0,0,19
1652,22.0,0,20
1653,22.0,0,21
1654,22.0,0,22
1655,22.0,0,23
1656,22.0,0,0
1657,22.0,0,1
1658,22.0,0,2
1659,22.0,0,3
1660,22.0,0,4
1661,22.0,0,5
1662,22.0,0,6
1663,22.0,0,7
1664,22.0,0,8
1665,22.0,0,9
1666,22.0,0,10
1667,22.0,0,11
1668,22.0,0,12
1669,22.0,0,13
1670,22.0,0,14
1671,22.0,0,15
1672,22.0,0,16
1673,22.0,0,17
1674,22.0,0,18
1675,22.0,0,19
1676,22.0,0,20
1677,22.0,0,21
1678,22.0,0,22
1679,22.0,0,23
1680,22.0,0,0
1681,22.0,0,1
1682,22.0,0,2
1683,22.0,0,3
1684,22.0,0,4
1685,22.0,0,5
1686,22.0,0,6
1687,22.0,0,7
1688,22.0,0,8
1689,22.0,0,9
1690,22.0,0,10
1691,22.0,0,11
1692,22.0,0,12
1693,22.0,0,13
1694,22.0,0,14
1695,22.0,0,15
1696,22.0,0,16
1697,22.0,0,17
1698,22.0,0,18
1699,22.0,0,19
1700,22.0,0,20
1701,22.0,0,21
1702,22.0,0,22
1703,22.0,0,23
1704,22.0,0,0
1705,22.0,0,1
1706,22.0,0,2
1707,22.0,0,3
1708,22.0,0,4
1709,22.0,0,5
1710,22.0,0,6
1711,22.0,0,7
1712,22.0,0,8
1713,22.0,0,9
1714,22.0,0,10
1715,22.0,0,11
1716,22.0,0,12
1717,22.0,0,13
1718,22.0,0,14
1719,22.0,0,15
1720,22.0,0,16
1721,22.0,0,17
1722,22.0,0,18
1723,22.0,0,19
1724,22.0,0,20
1725,22.0,0,21
1726,22.0,0,22
1727,22.0,0,23
1728,22.0,0,0
1729,22.0,0,1
1730,22.0,0,2
1731,22.0,0,3
1732,22.0,0,4
1733,22.0,0,5
1734,22.0,0,6
1735,22.0,0,7
1736,22.0,0,8
1737,22.0,0,9
1738,22.0,0,10
1739,22.0,0,11
1740,22.0,0,12
1741,22.0,0,13
1742,22.0,0,14
1743,22.0,0,15
1744,22.0,0,16
1745,22.0,0,17
1746,22.0,0,18
1747,22.0,0,19
1748,22.0,0,20
1749,22.0,0,21
1750,22.0,0,22
1751,22.0,0,23
1752,22.0,0,0
1753,22.0,0,1
1754,22.0,0,2
1755,22.0,0,3
1756,22.0,0,4
1757,22.0,0,5
1758,22.0,0,6
1759,22.0,0,7
1760,22.0,0,8
1761,22.0,0,9
1762,22.0,0,10
1763,22.0,0,11
1764,22.0,0,12
1765,22.0,0,13
1766,22.0,0,14
1767,22.0,0,15
1768,22.0,0,16
1769,22.0,0,17
1770,22.0,0,18
1771,22.0,0,19
1772,22.0,0,20
1773,22.0,0,21
1774,22.0,0,22
1775,22.0,0,23
1776,22.0,0,0
1777,22.0,0,1
1778,22.0,0,2
1779,22.0,0,3
1780,22.0,0,4
1781,22.0,0,5
1782,22.0,0,6
1783,22.0,0,7
1784,22.0,0,8
1785,22.0,0,9
1786,22.0,0,10
1787,22.0,0,11
1788,22.0,0,12
1789,22.0,0,13
1790,22.0,0,14
1791,22.0,0,15
1792,22.0,0,16
1793,22.0,0,17
1794,22.0,0,18
1795,22.0,0,19
1796,22.0,0,20
1797,22.0,0,21
1798,22.0,0,22
1799,22.0,0,23
1800,22.0,0,0
1801,22.0,0,1
1802,22.0,0,2
1803,22.0,0,3
1804,22.0,0,4
1805,22.0,0,5
1806,22.0,0,6
1807,22.0,0,7
1808,22.0,0,8
1809,22.0,0,9
1810,22.0,0,10
1811,22.0,0,11
1812,22.0,0,12
1813,22.0,0,13
1814,22.0,0,14
1815,22.0,0,15
1816,22.0,0,16
1817,22.0,0,17
1818,22.0,0,18
1819,22.0,0,19
1820,22.0,0,20
1821,22.0,0,21
1822,22.0,0,22
1823,22.0,0,23
1824,22.0,0,0
1825,22.0,0,1
1826,22.0,0,2
1827,22.0,0,3
1828,22.0,0,4
1829,22.0,0,5
1830,22.0,0,6
1831,22.0,0,7
1832,22.0,0,8
1833,22.0,0,9
1834,22.0,0,10
1835,22.0,0,11
1836,22.0,0,12
1837,22.0,0,13
1838,22.0,0,14
1839,22.0,0,15
1840,22.0,0,16
1841,22.0,0,17
1842,22.0,0,18
1843,22.0,0,19
1844,22.0,0,20
1845,22.0,0,21
1846,22.0,0,22
1847,22.0,0,23
1848,22.0,0,0
1849,22.0,0,1
1850,22.0,0,2
1851,22.0,0,3
1852,22.0,0,4
1853,22.0,0,5
1854,22.0,0,6
1855,22.0,0,7
1856,22.0,0,8
1857,22.0,0,9
1858,22.0,0,10
1859,22.0,0,11
1860,22.0,0,12
1861,22.0,0,13
1862,22.0,0,14
1863,22.0,0,15
1864,22.0,0,16
1865,22.0,0,17
1866,22.0,0,18
1867,22.0,0,19
1868,22.0,0,20
1869,22.0,0,21
1870,22.0,0,22
1871,22.0,0,23
1872,22.0,0,0
1873,22.0,0,1
1874,22.0,0,2
1875,22.0,0,3
1876,22.0,0,4
1877,22.0,0,5
1878,22.0,0,6
1879,22.0,0,7
1880,22.0,0,8
1881,22.0,0,9
1882,22.0,0,10
1883,22.0,0,11
1884,22.0,0,12
1885,22.0,0,13
1886,22.0,0,14
1887,22.0,0,15
1888,22.0,0,16
1889,22.0,0,17
1890,22.0,0,18
1891,22.0,0,19
1892,22.0,0,20
1893,22.0,0,21
1894,22.0,0,22
1895,22.0,0,23
1896,22.0,0,0
1897,22.0,0,1
1898,22.0,0,2
1899,22.0,0,3
1900,22.0,0,4
1901,22.0,0,5
1902,22.0,0,6
1903,22.0,0,7
1904,22.0,0,8
1905,22.0,0,9
1906,22.0,0,10
1907,22.0,0,11
1908,22.0,0,12
1909,22.0,0,13
1910,22.0,0,14
1911,22.0,0,15
1912,22.0,0,16
1913,22.0,0,17
1914,22.0,0,18
1915,22.0,0,19
1916,22.0,0,20
1917,22.0,0,21
1918,22.0,0,22
1919,22.0,0,23
1920,22.0,0,0
1921,22.0,0,1
1922,22.0,0,2
1923,22.0,0,3
1924,22.0,0,4
1925,22.0,0,5
1926,22.0,0,6
1927,22.0,0,7
1928,22.0,0,8
1929,22.0,0,9
1930,22.0,0,10
1931,22.0,0,11
1932,22.0,0,12
1933,22.0,0,13
1934,22.0,0,14
1935,22.0,0,15
1936,22.0,0,16
1937,22.0,0,17
1938,22.0,0,18
1939,22.0,0,19
1940,22.0,0,20
1941,22.0,0,21
1942,22.0,0,22
1943,22.0,0,23
1944,22.0,0,0
1945,22.0,0,1
1946,22.0,0,2
1947,22.0,0,3
1948,22.0,0,4
1949,22.0,0,5
1950,22.0,0,6
1951,22.0,0,7
1952,22.0,0,8
1953,22.0,0,9
1954,22.0,0,10
1955,22.0,0,11
1956,22.0,0,12
1957,22.0,0,13
1958,22.0,0,14
1959,22.0,0,15
1960,22.0,0,16
1961,22.0,0,17
1962,22.0,0,18
1963,22.0,0,19
1964,22.0,0,20
1965,22.0,0,21
1966,22.0,0,22
1967,22.0,0,23
1968,22.0,0,0
1969,22.0,0,1
1970,22.0,0,2
1971,22.0,0,3
1972,22.0,0,4
1973,22.0,0,5
1974,22.0,0,6
1975,22.0,0,7
1976,22.0,0,8
1977,22.0,0,9
1978,22.0,0,10
1979,22.0,0,11
1980,22.0,0,12
1981,22.0,0,13
1982,22.0,0,14
1983,22.0,0,15
1984,22.0,0,16
1985,22.0,0,17
1986,22.0,0,18
1987,22.0,0,19
1988,22.0,0,20
1989,22.0,0,21
1990,22.0,0,22
1991,22.0,0,23
1992,22.0,0,0
1993,22.0,0,1
1994,22.0,0,2
1995,22.0,0,3
1996,22.0,0,4
1997,22.0,0,5
1998,22.0,0,6
1999,22.0,0,7
2000,22.0,0,8
2001,22.0,0,9
2002,22.0,0,10
2003,22.0,0,11
2004,22.0,0,12
2005,22.0,0,13
2006,22.0,0,14
2007,22.0,0,15
2008,22.0,0,16
2009,22.0,0,17
2010,22.0,0,18
2011,22.0,0,19
2012,22.0,0,20
2013,22.0,0,21
2014,22.0,0,22
2015,22.0,0,23
2016,22.0,0,0
2017,22.0,0,1
2018,22.0,0,2
2019,22.0,0,3
2020,22.0,0,4
2021,22.0,0,5
2022,22.0,0,6
2023,22.0,0,7
2024,22.0,0,8
2025,22.0,0,9
2026,22.0,0,10
2027,22.0,0,11
2028,22.0,0,12
2029,22.0,0,13
2030,22.0,0,14
2031,22.0,0,15
2032,22.0,0,16
2033,22.0,0,17
2034,22.0,0,18
2035,22.0,0,19
2036,22.0,0,20
2037,22.0,0,21
2038,22.0,0,22
2039,22.0,0,23
2040,22.0,0,0
2041,22.0,0,1
2042,22.0,0,2
2043,22.0,0,3
2044,22.0,0,4
2045,22.0,0,5
2046,22.0,0,6
2047,22.0,0,7
2048,22.0,0,8
2049,22.0,0,9
2050,22.0,0,10
2051,22.0,0,11
2052,22.0,0,12
2053,22.0,0,13
2054,22.0,0,14
2055,22.0,0,15
2056,22.0,0,16
2057,22.0,0,17
2058,22.0,0,18
2059,22.0,0,19
2060,22.0,0,20
2061,22.0,0,21
2062,22.0,0,22
2063,22.0,0,23
2064,22.0,0,0
2065,22.0,0,1
2066,22.0,0,2
2067,22.0,0,3
2068,22.0,0,4
2069,22.0,0,5
2070,22.0,0,6
2071,22.0,0,7
2072,22.0,0,8
2073,22.0,0,9
2074,22.0,0,10
2075,22.0,0,11
2076,22.0,0,12
2077,22.0,0,13
2078,22.0,0,14
2079,22.0,0,15
2080,22.0,0,16
2081,22.0,0,17
2082,22.0,0,18
2083,22.0,0,19
2084,22.0,0,20
2085,22.0,0,21
2086,22.0,0,22
2087,22.0,0,23
2088,22.0,0,0
2089,22.0,0,1
2090,22.0,0,2
2091,22.0,0,3
2092,22.0,0,4
2093,22.0,0,5
2094,22.0,0,6
2095,22.0,0,7
2096,22.0,0,8
2097,22.0,0,9
2098,22.0,0,10
2099,22.0,0,11
2100,22.0,0,12
2101,22.0,0,13
2102,22.0,0,14
2103,22.0,0,15
2104,22.0,0,16
2105,22.0,0,17
2106,22.0,0,18
2107,22.0,0,19
2108,22.0,0,20
2109,22.0,0,21
2110,22.0,0,22
2111,22.0,0,23
2112,22.0,0,0
2113,22.0,0,1
2114,22.0,0,2
2115,22.0,0,3
2116,22.0,0,4
2117,22.0,0,5
2118,22.0,0,6
2119,22.0,0,7
2120,22.0,0,8
2121,22.0,0,9
2122,22.0,0,10
2123,22.0,0,11
2124,22.0,0,12
2125,22.0,0,13
2126,22.0,0,14
2127,22.0,0,15
2128,22.0,0,16
2129,22.0,0,17
2130,22.0,0,18
2131,22.0,0,19
2132,22.0,0,20
2133,22.0,0,21
2134,22.0,0,22
2135,22.0,0,23
2136,22.0,0,0
2137,22.0,0,1
2138,22.0,0,2
2139,22.0,0,3
2140,22.0,0,4
2141,22.0,0,5
2142,22.0,0,6
2143,22.0,0,7
2144,22.0,0,8
2145,22.0,0,9
2146,22.0,0,10
2147,22.0,0,11
2148,22.0,0,12
2149,22.0,0,13
2150,22.0,0,14
2151,22.0,0,15
2152,22.0,0,16
2153,22.0,0,17
2154,22.0,0,18
2155,22.0,0,19
2156,22.0,0,20
2157,22.0,0,21
2158,22.0,0,22
2159,22.0,0,23
2160,22.0,0,0
2161,22.0,0,1
2162,22.0,0,2
2163,22.0,0,3
2164,22.0,0,4
2165,22.0,0,5
2166,22.0,0,6
2167,22.0,0,7
2168,22.0,0,8
2169,22.0,0,9
2170,22.0,0,10
2171,22.0,0,11
2172,22.0,0,12
2173,22.0,0,13
2174,22.0,0,14
2175,22.0,0,15
2176,22.0,0,16
2177,22.0,0,17
2178,22.0,0,18
2179,22.0,0,19
2180,22.0,0,20
2181,22.0,0,21
2182,22.0,0,22
2183,22.0,0,23
2184,22.0,0,0
2185,22.0,0,1
2186,22.0,0,2
2187,22.0,0,3
2188,22.0,0,4
2189,22.0,0,5
2190,22.0,0,6
2191,22.0,0,7
2192,22.0,0,8
2193,22.0,0,9
2194,22.0,0,10
2195,22.0,0,11
2196,22.0,0,12
2197,22.0,0,13
2198,22.0,0,14
2199,22.0,0,15
2200,22.0,0,16
2201,22.0,0,17
2202,22.0,0,18
2203,22.0,0,19
2204,22.0,0,20
2205,22.0,0,21
2206,22.0,0,22
2207,22.0,0,23
2208,22.0,0,0
2209,22.0,0,1
2210,22.0,0,2
2211,22.0,0,3
2212,22.0,0,4
2213,22.0,0,5
2214,22.0,0,6
2215,22.0,0,7
2216,22.0,0,8
2217,22.0,0,9
2218,22.0,0,10
2219,22.0,0,11
2220,22.0,0,12
2221,22.0,0,13
2222,22.0,0,14
2223,22.0,0,15
2224,22.0,0,16
2225,22.0,0,17
2226,22.0,0,18
2227,22.0,0,19
2228,22.0,0,20
2229,22.0,0,21
2230,22.0,0,22
2231,22.0,0,23
2232,22.0,0,0
2233,22.0,0,1
2234,22.0,0,2
2235,22.0,0,3
2236,22.0,0,4
2237,22.0,0,5
2238,22.0,0,6
2239,22.0,0,7
2240,22.0,0,8
2241,22.0,0,9
2242,22.0,0,10
2243,22.0,0,11
2244,22.0,0,12
2245,22.0,0,13
2246,22.0,0,14
2247,22.0,0,15
2248,22.0,0,16
2249,22.0,0,17
2250,22.0,0,18
2251,22.0,0,19
2252,22.0,0,20
2253,22.0,0,21
2254,22.0,0,22
2255,22.0,0,23
2256,22.0,0,0
2257,22.0,0,1
2258,22.0,0,2
2259,22.0,0,3
2260,22.0,0,4
2261,22.0,0,5
2262,22.0,0,6
2263,22.0,0,7
2264,22.0,0,8
2265,22.0,0,9
2266,22.0,0,10
2267,22.0,0,11
2268,22.0,0,12
2269,22.0,0,13
2270,22.0,0,14
2271,22.0,0,15
2272,22.0,0,16
2273,22.0,0,17
2274,22.0,0,18
2275,22.0,0,19
2276,22.0,0,20
2277,22.0,0,21
2278,22.0,0,22
2279,22.0,0,23
2280,22.0,0,0
2281,22.0,0,1
2282,22.0,0,2
2283,22.0,0,3
2284,22.0,0,4
2285,22.0,0,5
2286,22.0,0,6
2287,22.0,0,7
2288,22.0,0,8
2289,22.0,0,9
2290,22.0,0,10
2291,22.0,0,11
2292,22.0,0,12
2293,22.0,0,13
2294,22.0,0,14
2295,22.0,0,15
2296,22.0,0,16
2297,22.0,0,17
2298,22.0,0,18
2299,22.0,0,19
2300,22.0,0,20
2301,22.0,0,21
2302,22.0,0,22
2303,22.0,0,23
2304,22.0,0,0
2305,22.0,0,1
2306,22.0,0,2
2307,22.0,0,3
2308,22.0,0,4
2309,22.0,0,5
2310,22.0,0,6
2311,22.0,0,7
2312,22.0,0,8
2313,22.0,0,9
2314,22.0,0,10
2315,22.0,0,11
2316,22.0,0,12
2317,22.0,0,13
2318,22.0,0,14
2319,22.0,0,15
2320,22.0,0,16
2321,22.0,0,17
2322,22.0,0,18
2323,22.0,0,19
2324,22.0,0,20
2325,22.0,0,21
2326,22.0,0,22
2327,22.0,0,23
2328,22.0,0,0
2329,22.0,0,1
2330,22.0,0,2
2331,22.0,0,3
2332,22.0,0,4
2333,22.0,0,5
2334,22.0,0,6
2335,22.0,0,7
2336,22.0,0,8
2337,22.0,0,9
2338,22.0,0,10
2339,22.0,0,11
2340,22.0,0,12
2341,22.0,0,13
2342,22.0,0,14
2343,22.0,0,15
2344,22.0,0,16
2345,22.0,0,17
2346,22.0,0,18
2347,22.0,0,19
2348,22.0,0,20
2349,22.0,0,21
2350,22.0,0,22
2351,22.0,0,23
2352,22.0,0,0
2353,22.0,0,1
2354,22.0,0,2
2355,22.0,0,3
2356,22.0,0,4
2357,22.0,0,5
2358,22.0,0,6
2359,22.0,0,7
2360,22.0,0,8
2361,22.0,0,9
2362,22.0,0,10
2363,22.0,0,11
2364,22.0,0,12
2365,22.0,0,13
2366,22.0,0,14
2367,22.0,0,15
2368,22.0,0,16
2369,22.0,0,17
2370,22.0,0,18
2371,22.0,0,19
2372,22.0,0,20
2373,22.0,0,21
2374,22.0,0,22
2375,22.0,0,23
2376,22.0,0,0
2377,22.0,0,1
2378,22.0,0,2
2379,22.0,0,3
2380,22.0,0,4
2381,22.0,0,5
2382,22.0,0,6
2383,22.0,0,7
2384,22.0,0,8
2385,22.0,0,9
2386,22.0,0,10
2387,22.0,0,11
2388,22.0,0,12
2389,22.0,0,13
2390,22.0,0,14
2391,22.0,0,15
2392,22.0,0,16
2393,22.0,0,17
2394,22.0,0,18
2395,22.0,0,19
2396,22.0,0,20
2397,22.0,0,21
2398,22.0,0,22
2399,22.0,0,23
2400,22.0,0,0
2401,22.0,0,1
2402,22.0,0,2
2403,22.0,0,3
2404,22.0,0,4
2405,22.0,0,5
2406,22.0,0,6
2407,22.0,0,7
2408,22.0,0,8
2409,22.0,0,9
2410,22.0,0,10
2411,22.0,0,11
2412,22.0,0,12
2413,22.0,0,13
2414,22.0,0,14
2415,22.0,0,15
2416,22.0,0,16
2417,22.0,0,17
2418,22.0,0,18
2419,22.0,0,19
2420,22.0,0,20
2421,22.0,0,21
2422,22.0,0,22
2423,22.0,0,23
2424,22.0,0,0
2425,22.0,0,1
2426,22.0,0,2
2427,22.0,0,3
2428,22.0,0,4
2429,22.0,0,5
2430,22.0,0,6
2431,22.0,0,7
2432,22.0,0,8
2433,22.0,0,9
2434,22.0,0,10
2435,22.0,0,11
2436,22.0,0,12
2437,22.0,0,13
2438,22.0,0,14
2439,22.0,0,15
2440,22.0,0,16
2441,22.0,0,17
2442,22.0,0,18
2443,22.0,0,19
2444,22.0,0,20
2445,22.0,0,21
2446,22.0,0,22
2447,22.0,0,23
2448,22.0,0,0
2449,22.0,0,1
2450,22.0,0,2
2451,22.0,0,3
2452,22.0,0,4
2453,22.0,0,5
2454,22.0,0,6
2455,22.0,0,7
2456,22.0,0,8
2457,22.0,0,9
2458,22.0,0,10
2459,22.0,0,11
2460,22.0,0,12
2461,22.0,0,13
2462,22.0,0,14
2463,22.0,0,15
2464,22.0,0,16
2465,22.0,0,17
2466,22.0,0,18
2467,22.0,0,19
2468,22.0,0,20
2469,22.0,0,21
2470,22.0,0,22
2471,22.0,0,23
2472,22.0,0,0
2473,22.0,0,1
2474,22.0,0,2
2475,22.0,0,3
2476,22.0,0,4
2477,22.0,0,5
2478,22.0,0,6
2479,22.0,0,7
2480,22.0,0,8
2481,22.0,0,9
2482,22.0,0,10
2483,22.0,0,11
2484,22.0,0,12
2485,22.0,0,13
2486,22.0,0,14
2487,22.0,0,15
2488,22.0,0,16
2489,22.0,0,17
2490,22.0,0,18
2491,22.0,0,19
2492,22.0,0,20
2493,22.0,0,21
2494,22.0,0,22
2495,22.0,0,23
2496,22.0,0,0
2497,22.0,0,1
2498,22.0,0,2
2499,22.0,0,3
2500,22.0,0,4
2501,22.0,0,5
2502,22.0,0,6
2503,22.0,0,7
2504,22.0,0,8
2505,22.0,0,9
2506,22.0,0,10
2507,22.0,0,11
2508,22.0,0,12
2509,22.0,0,13
2510,22.0,0,14
2511,22.0,0,15
2512,22.0,0,16
2513,22.0,0,17
2514,22.0,0,18
2515,22.0,0,19
2516,22.0,0,20
2517,22.0,0,21
2518,22.0,0,22
2519,22.0,0,23
2520,22.0,0,0
2521,22.0,0,1
2522,22.0,0,2
2523,22.0,0,3
2524,22.0,0,4
2525,22.0,0,5
2526,22.0,0,6
2527,22.0,0,7
2528,22.0,0,8
2529,22.0,0,9
2530,22.0,0,10
2531,22.0,0,11
2532,22.0,0,12
2533,22.0,0,13
2534,22.0,0,14
2535,22.0,0,15
2536,22.0,0,16
2537,22.0,0,17
2538,22.0,0,18
2539,22.0,0,19
2540,22.0,0,20
2541,22.0,0,21
2542,22.0,0,22
2543,22.0,0,23
2544,22.0,0,0
2545,22.0,0,1
2546,22.0,0,2
2547,22.0,0,3
2548,22.0,0,4
2549,22.0,0,5
2550,22.0,0,6
2551,22.0,0,7
2552,22.0,0,8
2553,22.0,0,9
2554,22.0,0,10
2555,22.0,0,11
2556,22.0,0,12
2557,22.0,0,13
2558,22.0,0,14
2559,22.0,0,15
2560,22.0,0,16
2561,22.0,0,17
2562,22.0,0,18
2563,22.0,0,19
2564,22.0,0,20
2565,22.0,0,21
2566,22.0,0,22
2567,22.0,0,23
2568,22.0,0,0
2569,22.0,0,1
2570,22.0,0,2
2571,22.0,0,3
2572,22.0,0,4
2573,22.0,0,5
2574,22.0,0,6
2575,22.0,0,7
2576,22.0,0,8
2577,22.0,0,9
2578,22.0,0,10
2579,22.0,0,11
2580,22.0,0,12
2581,22.0,0,13
2582,22.0,0,14
2583,22.0,0,15
2584,22.0,0,16
2585,22.0,0,17
2586,22.0,0,18
2587,22.0,0,19
2588,22.0,0,20
2589,22.0,0,21
2590,22.0,0,22
2591,22.0,0,23
2592,22.0,0,0
2593,22.0,0,1
2594,22.0,0,2
2595,22.0,0,3
2596,22.0,0,4
2597,22.0,0,5
2598,22.0,0,6
2599,22.0,0,7
2600,22.0,0,8
2601,22.0,0,9
2602,22.0,0,10
2603,22.0,0,11
2604,22.0,0,12
2605,22.0,0,13
2606,22.0,0,14
2607,22.0,0,15
2608,22.0,0,16
2609,22.0,0,17
2610,22.0,0,18
2611,22.0,0,19
2612,22.0,0,20
2613,22.0,0,21
2614,22.0,0,22
2615,22.0,0,23
2616,22.0,0,0
2617,22.0,0,1
2618,22.0,0,2
2619,22.0,0,3
2620,22.0,0,4
2621,22.0,0,5
2622,22.0,0,6
2623,22.0,0,7
2624,22.0,0,8
2625,22.0,0,9
2626,22.0,0,10
2627,22.0,0,11
2628,22.0,0,12
2629,22.0,0,13
2630,22.0,0,14
2631,22.0,0,15
2632,22.0,0,16
2633,22.0,0,17
2634,22.0,0,18
